steps,date,interval
00,2012-10-29,1025,weekdays
00,2012-10-29,1030,weekdays
00,2012-10-29,1035,weekdays
00,2012-10-29,1040,weekdays
00,2012-10-29,1045,weekdays
00,2012-10-29,1050,weekdays
00,2012-10-29,1055,weekdays
00,2012-10-29,1100,weekdays
00,2012-10-29,1105,weekdays
77,2012-10-29,1110,weekdays
00,2012-10-29,1115,weekdays
00,2012-10-29,1120,weekdays
00,2012-10-29,1125,weekdays
00,2012-10-29,1130,weekdays
00,2012-10-29,1135,weekdays
00,2012-10-29,1140,weekdays
1313,2012-10-29,1145,weekdays
2020,2012-10-29,1150,weekdays
00,2012-10-29,1155,weekdays
00,2012-10-29,1200,weekdays
00,2012-10-29,1205,weekdays
00,2012-10-29,1210,weekdays
5959,2012-10-29,1215,weekdays
00,2012-10-29,1220,weekdays
00,2012-10-29,1225,weekdays
00,2012-10-29,1230,weekdays
00,2012-10-29,1235,weekdays
00,2012-10-29,1240,weekdays
1313,2012-10-29,1245,weekdays
00,2012-10-29,1250,weekdays
00,2012-10-29,1255,weekdays
00,2012-10-29,1300,weekdays
00,2012-10-29,1305,weekdays
00,2012-10-29,1310,weekdays
00,2012-10-29,1315,weekdays
2525,2012-10-29,1320,weekdays
00,2012-10-29,1325,weekdays
00,2012-10-29,1330,weekdays
00,2012-10-29,1335,weekdays
00,2012-10-29,1340,weekdays
00,2012-10-29,1345,weekdays
00,2012-10-29,1350,weekdays
00,2012-10-29,1355,weekdays
104104,2012-10-29,1400,weekdays
5959,2012-10-29,1405,weekdays
00,2012-10-29,1410,weekdays
00,2012-10-29,1415,weekdays
00,2012-10-29,1420,weekdays
00,2012-10-29,1425,weekdays
00,2012-10-29,1430,weekdays
2020,2012-10-29,1435,weekdays
00,2012-10-29,1440,weekdays
00,2012-10-29,1445,weekdays
00,2012-10-29,1450,weekdays
00,2012-10-29,1455,weekdays
00,2012-10-29,1500,weekdays
00,2012-10-29,1505,weekdays
00,2012-10-29,1510,weekdays
00,2012-10-29,1515,weekdays
00,2012-10-29,1520,weekdays
00,2012-10-29,1525,weekdays
00,2012-10-29,1530,weekdays
5656,2012-10-29,1535,weekdays
00,2012-10-29,1540,weekdays
00,2012-10-29,1545,weekdays
00,2012-10-29,1550,weekdays
00,2012-10-29,1555,weekdays
00,2012-10-29,1600,weekdays
00,2012-10-29,1605,weekdays
00,2012-10-29,1610,weekdays
00,2012-10-29,1615,weekdays
00,2012-10-29,1620,weekdays
4444,2012-10-29,1625,weekdays
00,2012-10-29,1630,weekdays
00,2012-10-29,1635,weekdays
00,2012-10-29,1640,weekdays
00,2012-10-29,1645,weekdays
00,2012-10-29,1650,weekdays
00,2012-10-29,1655,weekdays
00,2012-10-29,1700,weekdays
00,2012-10-29,1705,weekdays
00,2012-10-29,1710,weekdays
77,2012-10-29,1715,weekdays
4949,2012-10-29,1720,weekdays
5353,2012-10-29,1725,weekdays
2020,2012-10-29,1730,weekdays
113113,2012-10-29,1735,weekdays
1313,2012-10-29,1740,weekdays
7979,2012-10-29,1745,weekdays
128128,2012-10-29,1750,weekdays
108108,2012-10-29,1755,weekdays
6262,2012-10-29,1800,weekdays
88,2012-10-29,1805,weekdays
3939,2012-10-29,1810,weekdays
6060,2012-10-29,1815,weekdays
7575,2012-10-29,1820,weekdays
174174,2012-10-29,1825,weekdays
6060,2012-10-29,1830,weekdays
5959,2012-10-29,1835,weekdays
8282,2012-10-29,1840,weekdays
3737,2012-10-29,1845,weekdays
00,2012-10-29,1850,weekdays
00,2012-10-29,1855,weekdays
00,2012-10-29,1900,weekdays
7878,2012-10-29,1905,weekdays
00,2012-10-29,1910,weekdays
00,2012-10-29,1915,weekdays
00,2012-10-29,1920,weekdays
00,2012-10-29,1925,weekdays
00,2012-10-29,1930,weekdays
00,2012-10-29,1935,weekdays
00,2012-10-29,1940,weekdays
00,2012-10-29,1945,weekdays
00,2012-10-29,1950,weekdays
00,2012-10-29,1955,weekdays
00,2012-10-29,2000,weekdays
00,2012-10-29,2005,weekdays
00,2012-10-29,2010,weekdays
00,2012-10-29,2015,weekdays
00,2012-10-29,2020,weekdays
00,2012-10-29,2025,weekdays
00,2012-10-29,2030,weekdays
00,2012-10-29,2035,weekdays
5959,2012-10-29,2040,weekdays
194194,2012-10-29,2045,weekdays
591591,2012-10-29,2050,weekdays
349349,2012-10-29,2055,weekdays
4444,2012-10-29,2100,weekdays
00,2012-10-29,2105,weekdays
6464,2012-10-29,2110,weekdays
3232,2012-10-29,2115,weekdays
4545,2012-10-29,2120,weekdays
1818,2012-10-29,2125,weekdays
00,2012-10-29,2130,weekdays
00,2012-10-29,2135,weekdays
00,2012-10-29,2140,weekdays
00,2012-10-29,2145,weekdays
00,2012-10-29,2150,weekdays
4444,2012-10-29,2155,weekdays
00,2012-10-29,2200,weekdays
00,2012-10-29,2205,weekdays
00,2012-10-29,2210,weekdays
00,2012-10-29,2215,weekdays
00,2012-10-29,2220,weekdays
00,2012-10-29,2225,weekdays
00,2012-10-29,2230,weekdays
00,2012-10-29,2235,weekdays
00,2012-10-29,2240,weekdays
00,2012-10-29,2245,weekdays
00,2012-10-29,2250,weekdays
00,2012-10-29,2255,weekdays
00,2012-10-29,2300,weekdays
00,2012-10-29,2305,weekdays
00,2012-10-29,2310,weekdays
00,2012-10-29,2315,weekdays
00,2012-10-29,2320,weekdays
00,2012-10-29,2325,weekdays
00,2012-10-29,2330,weekdays
00,2012-10-29,2335,weekdays
00,2012-10-29,2340,weekdays
00,2012-10-29,2345,weekdays
00,2012-10-29,2350,weekdays
00,2012-10-29,2355,weekdays
00,2012-10-30,0,weekdays
00,2012-10-30,5,weekdays
00,2012-10-30,10,weekdays
00,2012-10-30,15,weekdays
00,2012-10-30,20,weekdays
00,2012-10-30,25,weekdays
00,2012-10-30,30,weekdays
00,2012-10-30,35,weekdays
00,2012-10-30,40,weekdays
00,2012-10-30,45,weekdays
00,2012-10-30,50,weekdays
00,2012-10-30,55,weekdays
00,2012-10-30,100,weekdays
00,2012-10-30,105,weekdays
00,2012-10-30,110,weekdays
00,2012-10-30,115,weekdays
00,2012-10-30,120,weekdays
00,2012-10-30,125,weekdays
00,2012-10-30,130,weekdays
00,2012-10-30,135,weekdays
00,2012-10-30,140,weekdays
00,2012-10-30,145,weekdays
00,2012-10-30,150,weekdays
00,2012-10-30,155,weekdays
00,2012-10-30,200,weekdays
00,2012-10-30,205,weekdays
00,2012-10-30,210,weekdays
00,2012-10-30,215,weekdays
00,2012-10-30,220,weekdays
00,2012-10-30,225,weekdays
00,2012-10-30,230,weekdays
00,2012-10-30,235,weekdays
00,2012-10-30,240,weekdays
00,2012-10-30,245,weekdays
00,2012-10-30,250,weekdays
00,2012-10-30,255,weekdays
00,2012-10-30,300,weekdays
00,2012-10-30,305,weekdays
00,2012-10-30,310,weekdays
00,2012-10-30,315,weekdays
00,2012-10-30,320,weekdays
00,2012-10-30,325,weekdays
00,2012-10-30,330,weekdays
00,2012-10-30,335,weekdays
00,2012-10-30,340,weekdays
00,2012-10-30,345,weekdays
00,2012-10-30,350,weekdays
00,2012-10-30,355,weekdays
00,2012-10-30,400,weekdays
00,2012-10-30,405,weekdays
00,2012-10-30,410,weekdays
00,2012-10-30,415,weekdays
00,2012-10-30,420,weekdays
00,2012-10-30,425,weekdays
00,2012-10-30,430,weekdays
00,2012-10-30,435,weekdays
00,2012-10-30,440,weekdays
00,2012-10-30,445,weekdays
00,2012-10-30,450,weekdays
00,2012-10-30,455,weekdays
00,2012-10-30,500,weekdays
00,2012-10-30,505,weekdays
00,2012-10-30,510,weekdays
00,2012-10-30,515,weekdays
00,2012-10-30,520,weekdays
00,2012-10-30,525,weekdays
00,2012-10-30,530,weekdays
00,2012-10-30,535,weekdays
00,2012-10-30,540,weekdays
00,2012-10-30,545,weekdays
00,2012-10-30,550,weekdays
00,2012-10-30,555,weekdays
00,2012-10-30,600,weekdays
00,2012-10-30,605,weekdays
66,2012-10-30,610,weekdays
4141,2012-10-30,615,weekdays
00,2012-10-30,620,weekdays
3333,2012-10-30,625,weekdays
6161,2012-10-30,630,weekdays
00,2012-10-30,635,weekdays
5454,2012-10-30,640,weekdays
6969,2012-10-30,645,weekdays
00,2012-10-30,650,weekdays
00,2012-10-30,655,weekdays
1111,2012-10-30,700,weekdays
8181,2012-10-30,705,weekdays
3939,2012-10-30,710,weekdays
2222,2012-10-30,715,weekdays
00,2012-10-30,720,weekdays
3131,2012-10-30,725,weekdays
00,2012-10-30,730,weekdays
178178,2012-10-30,735,weekdays
3333,2012-10-30,740,weekdays
137137,2012-10-30,745,weekdays
2525,2012-10-30,750,weekdays
2828,2012-10-30,755,weekdays
1515,2012-10-30,800,weekdays
2525,2012-10-30,805,weekdays
00,2012-10-30,810,weekdays
7575,2012-10-30,815,weekdays
00,2012-10-30,820,weekdays
00,2012-10-30,825,weekdays
00,2012-10-30,830,weekdays
00,2012-10-30,835,weekdays
00,2012-10-30,840,weekdays
00,2012-10-30,845,weekdays
55,2012-10-30,850,weekdays
00,2012-10-30,855,weekdays
00,2012-10-30,900,weekdays
00,2012-10-30,905,weekdays
00,2012-10-30,910,weekdays
00,2012-10-30,915,weekdays
00,2012-10-30,920,weekdays
00,2012-10-30,925,weekdays
00,2012-10-30,930,weekdays
00,2012-10-30,935,weekdays
00,2012-10-30,940,weekdays
00,2012-10-30,945,weekdays
00,2012-10-30,950,weekdays
00,2012-10-30,955,weekdays
00,2012-10-30,1000,weekdays
00,2012-10-30,1005,weekdays
00,2012-10-30,1010,weekdays
00,2012-10-30,1015,weekdays
00,2012-10-30,1020,weekdays
00,2012-10-30,1025,weekdays
00,2012-10-30,1030,weekdays
00,2012-10-30,1035,weekdays
00,2012-10-30,1040,weekdays
00,2012-10-30,1045,weekdays
00,2012-10-30,1050,weekdays
00,2012-10-30,1055,weekdays
00,2012-10-30,1100,weekdays
00,2012-10-30,1105,weekdays
00,2012-10-30,1110,weekdays
44,2012-10-30,1115,weekdays
2121,2012-10-30,1120,weekdays
2727,2012-10-30,1125,weekdays
00,2012-10-30,1130,weekdays
00,2012-10-30,1135,weekdays
00,2012-10-30,1140,weekdays
00,2012-10-30,1145,weekdays
00,2012-10-30,1150,weekdays
00,2012-10-30,1155,weekdays
00,2012-10-30,1200,weekdays
00,2012-10-30,1205,weekdays
5858,2012-10-30,1210,weekdays
00,2012-10-30,1215,weekdays
00,2012-10-30,1220,weekdays
00,2012-10-30,1225,weekdays
00,2012-10-30,1230,weekdays
00,2012-10-30,1235,weekdays
00,2012-10-30,1240,weekdays
00,2012-10-30,1245,weekdays
2929,2012-10-30,1250,weekdays
1313,2012-10-30,1255,weekdays
1717,2012-10-30,1300,weekdays
3535,2012-10-30,1305,weekdays
105105,2012-10-30,1310,weekdays
2828,2012-10-30,1315,weekdays
2020,2012-10-30,1320,weekdays
6666,2012-10-30,1325,weekdays
1010,2012-10-30,1330,weekdays
100100,2012-10-30,1335,weekdays
4848,2012-10-30,1340,weekdays
3232,2012-10-30,1345,weekdays
00,2012-10-30,1350,weekdays
5656,2012-10-30,1355,weekdays
137137,2012-10-30,1400,weekdays
364364,2012-10-30,1405,weekdays
477477,2012-10-30,1410,weekdays
509509,2012-10-30,1415,weekdays
213213,2012-10-30,1420,weekdays
281281,2012-10-30,1425,weekdays
00,2012-10-30,1430,weekdays
00,2012-10-30,1435,weekdays
2222,2012-10-30,1440,weekdays
440440,2012-10-30,1445,weekdays
468468,2012-10-30,1450,weekdays
432432,2012-10-30,1455,weekdays
5050,2012-10-30,1500,weekdays
00,2012-10-30,1505,weekdays
2222,2012-10-30,1510,weekdays
00,2012-10-30,1515,weekdays
3737,2012-10-30,1520,weekdays
6060,2012-10-30,1525,weekdays
1212,2012-10-30,1530,weekdays
00,2012-10-30,1535,weekdays
4040,2012-10-30,1540,weekdays
3333,2012-10-30,1545,weekdays
00,2012-10-30,1550,weekdays
00,2012-10-30,1555,weekdays
00,2012-10-30,1600,weekdays
00,2012-10-30,1605,weekdays
00,2012-10-30,1610,weekdays
00,2012-10-30,1615,weekdays
00,2012-10-30,1620,weekdays
00,2012-10-30,1625,weekdays
00,2012-10-30,1630,weekdays
00,2012-10-30,1635,weekdays
00,2012-10-30,1640,weekdays
00,2012-10-30,1645,weekdays
00,2012-10-30,1650,weekdays
00,2012-10-30,1655,weekdays
3232,2012-10-30,1700,weekdays
00,2012-10-30,1705,weekdays
00,2012-10-30,1710,weekdays
2424,2012-10-30,1715,weekdays
6060,2012-10-30,1720,weekdays
2727,2012-10-30,1725,weekdays
9696,2012-10-30,1730,weekdays
3535,2012-10-30,1735,weekdays
7878,2012-10-30,1740,weekdays
00,2012-10-30,1745,weekdays
3737,2012-10-30,1750,weekdays
99,2012-10-30,1755,weekdays
00,2012-10-30,1800,weekdays
1717,2012-10-30,1805,weekdays
3737,2012-10-30,1810,weekdays
4848,2012-10-30,1815,weekdays
3939,2012-10-30,1820,weekdays
119119,2012-10-30,1825,weekdays
515515,2012-10-30,1830,weekdays
523523,2012-10-30,1835,weekdays
488488,2012-10-30,1840,weekdays
425425,2012-10-30,1845,weekdays
495495,2012-10-30,1850,weekdays
129129,2012-10-30,1855,weekdays
7272,2012-10-30,1900,weekdays
7171,2012-10-30,1905,weekdays
2020,2012-10-30,1910,weekdays
00,2012-10-30,1915,weekdays
6565,2012-10-30,1920,weekdays
00,2012-10-30,1925,weekdays
00,2012-10-30,1930,weekdays
3535,2012-10-30,1935,weekdays
2525,2012-10-30,1940,weekdays
3131,2012-10-30,1945,weekdays
00,2012-10-30,1950,weekdays
00,2012-10-30,1955,weekdays
00,2012-10-30,2000,weekdays
00,2012-10-30,2005,weekdays
00,2012-10-30,2010,weekdays
00,2012-10-30,2015,weekdays
00,2012-10-30,2020,weekdays
00,2012-10-30,2025,weekdays
00,2012-10-30,2030,weekdays
5151,2012-10-30,2035,weekdays
00,2012-10-30,2040,weekdays
00,2012-10-30,2045,weekdays
00,2012-10-30,2050,weekdays
00,2012-10-30,2055,weekdays
3434,2012-10-30,2100,weekdays
349349,2012-10-30,2105,weekdays
272272,2012-10-30,2110,weekdays
154154,2012-10-30,2115,weekdays
142142,2012-10-30,2120,weekdays
1616,2012-10-30,2125,weekdays
00,2012-10-30,2130,weekdays
00,2012-10-30,2135,weekdays
1414,2012-10-30,2140,weekdays
00,2012-10-30,2145,weekdays
00,2012-10-30,2150,weekdays
00,2012-10-30,2155,weekdays
00,2012-10-30,2200,weekdays
00,2012-10-30,2205,weekdays
00,2012-10-30,2210,weekdays
00,2012-10-30,2215,weekdays
00,2012-10-30,2220,weekdays
00,2012-10-30,2225,weekdays
00,2012-10-30,2230,weekdays
00,2012-10-30,2235,weekdays
00,2012-10-30,2240,weekdays
00,2012-10-30,2245,weekdays
00,2012-10-30,2250,weekdays
00,2012-10-30,2255,weekdays
00,2012-10-30,2300,weekdays
00,2012-10-30,2305,weekdays
00,2012-10-30,2310,weekdays
00,2012-10-30,2315,weekdays
00,2012-10-30,2320,weekdays
00,2012-10-30,2325,weekdays
00,2012-10-30,2330,weekdays
00,2012-10-30,2335,weekdays
00,2012-10-30,2340,weekdays
00,2012-10-30,2345,weekdays
00,2012-10-30,2350,weekdays
00,2012-10-30,2355,weekdays
00,2012-10-31,0,weekdays
00,2012-10-31,5,weekdays
00,2012-10-31,10,weekdays
00,2012-10-31,15,weekdays
00,2012-10-31,20,weekdays
00,2012-10-31,25,weekdays
00,2012-10-31,30,weekdays
00,2012-10-31,35,weekdays
00,2012-10-31,40,weekdays
00,2012-10-31,45,weekdays
00,2012-10-31,50,weekdays
00,2012-10-31,55,weekdays
00,2012-10-31,100,weekdays
00,2012-10-31,105,weekdays
00,2012-10-31,110,weekdays
00,2012-10-31,115,weekdays
00,2012-10-31,120,weekdays
00,2012-10-31,125,weekdays
00,2012-10-31,130,weekdays
00,2012-10-31,135,weekdays
00,2012-10-31,140,weekdays
00,2012-10-31,145,weekdays
00,2012-10-31,150,weekdays
00,2012-10-31,155,weekdays
00,2012-10-31,200,weekdays
00,2012-10-31,205,weekdays
00,2012-10-31,210,weekdays
00,2012-10-31,215,weekdays
00,2012-10-31,220,weekdays
00,2012-10-31,225,weekdays
00,2012-10-31,230,weekdays
00,2012-10-31,235,weekdays
00,2012-10-31,240,weekdays
00,2012-10-31,245,weekdays
00,2012-10-31,250,weekdays
00,2012-10-31,255,weekdays
00,2012-10-31,300,weekdays
00,2012-10-31,305,weekdays
00,2012-10-31,310,weekdays
00,2012-10-31,315,weekdays
00,2012-10-31,320,weekdays
00,2012-10-31,325,weekdays
00,2012-10-31,330,weekdays
00,2012-10-31,335,weekdays
00,2012-10-31,340,weekdays
00,2012-10-31,345,weekdays
00,2012-10-31,350,weekdays
00,2012-10-31,355,weekdays
00,2012-10-31,400,weekdays
00,2012-10-31,405,weekdays
00,2012-10-31,410,weekdays
00,2012-10-31,415,weekdays
00,2012-10-31,420,weekdays
00,2012-10-31,425,weekdays
00,2012-10-31,430,weekdays
00,2012-10-31,435,weekdays
00,2012-10-31,440,weekdays
00,2012-10-31,445,weekdays
00,2012-10-31,450,weekdays
00,2012-10-31,455,weekdays
00,2012-10-31,500,weekdays
00,2012-10-31,505,weekdays
00,2012-10-31,510,weekdays
00,2012-10-31,515,weekdays
00,2012-10-31,520,weekdays
00,2012-10-31,525,weekdays
00,2012-10-31,530,weekdays
00,2012-10-31,535,weekdays
00,2012-10-31,540,weekdays
00,2012-10-31,545,weekdays
00,2012-10-31,550,weekdays
00,2012-10-31,555,weekdays
00,2012-10-31,600,weekdays
00,2012-10-31,605,weekdays
00,2012-10-31,610,weekdays
00,2012-10-31,615,weekdays
00,2012-10-31,620,weekdays
00,2012-10-31,625,weekdays
2222,2012-10-31,630,weekdays
6363,2012-10-31,635,weekdays
3636,2012-10-31,640,weekdays
6565,2012-10-31,645,weekdays
8484,2012-10-31,650,weekdays
436436,2012-10-31,655,weekdays
594594,2012-10-31,700,weekdays
443443,2012-10-31,705,weekdays
749749,2012-10-31,710,weekdays
717717,2012-10-31,715,weekdays
751751,2012-10-31,720,weekdays
747747,2012-10-31,725,weekdays
757757,2012-10-31,730,weekdays
714714,2012-10-31,735,weekdays
301301,2012-10-31,740,weekdays
584584,2012-10-31,745,weekdays
358358,2012-10-31,750,weekdays
00,2012-10-31,755,weekdays
3232,2012-10-31,800,weekdays
00,2012-10-31,805,weekdays
00,2012-10-31,810,weekdays
00,2012-10-31,815,weekdays
1515,2012-10-31,820,weekdays
8585,2012-10-31,825,weekdays
146146,2012-10-31,830,weekdays
00,2012-10-31,835,weekdays
00,2012-10-31,840,weekdays
00,2012-10-31,845,weekdays
1818,2012-10-31,850,weekdays
1818,2012-10-31,855,weekdays
00,2012-10-31,900,weekdays
2323,2012-10-31,905,weekdays
00,2012-10-31,910,weekdays
143143,2012-10-31,915,weekdays
463463,2012-10-31,920,weekdays
00,2012-10-31,925,weekdays
103103,2012-10-31,930,weekdays
00,2012-10-31,935,weekdays
00,2012-10-31,940,weekdays
00,2012-10-31,945,weekdays
123123,2012-10-31,950,weekdays
260260,2012-10-31,955,weekdays
122122,2012-10-31,1000,weekdays
00,2012-10-31,1005,weekdays
00,2012-10-31,1010,weekdays
00,2012-10-31,1015,weekdays
00,2012-10-31,1020,weekdays
00,2012-10-31,1025,weekdays
206206,2012-10-31,1030,weekdays
128128,2012-10-31,1035,weekdays
6767,2012-10-31,1040,weekdays
88,2012-10-31,1045,weekdays
00,2012-10-31,1050,weekdays
1515,2012-10-31,1055,weekdays
2020,2012-10-31,1100,weekdays
00,2012-10-31,1105,weekdays
00,2012-10-31,1110,weekdays
00,2012-10-31,1115,weekdays
00,2012-10-31,1120,weekdays
00,2012-10-31,1125,weekdays
00,2012-10-31,1130,weekdays
00,2012-10-31,1135,weekdays
00,2012-10-31,1140,weekdays
00,2012-10-31,1145,weekdays
00,2012-10-31,1150,weekdays
00,2012-10-31,1155,weekdays
00,2012-10-31,1200,weekdays
00,2012-10-31,1205,weekdays
00,2012-10-31,1210,weekdays
00,2012-10-31,1215,weekdays
286286,2012-10-31,1220,weekdays
136136,2012-10-31,1225,weekdays
170170,2012-10-31,1230,weekdays
00,2012-10-31,1235,weekdays
00,2012-10-31,1240,weekdays
00,2012-10-31,1245,weekdays
00,2012-10-31,1250,weekdays
157157,2012-10-31,1255,weekdays
00,2012-10-31,1300,weekdays
00,2012-10-31,1305,weekdays
77,2012-10-31,1310,weekdays
00,2012-10-31,1315,weekdays
00,2012-10-31,1320,weekdays
00,2012-10-31,1325,weekdays
00,2012-10-31,1330,weekdays
00,2012-10-31,1335,weekdays
6565,2012-10-31,1340,weekdays
00,2012-10-31,1345,weekdays
00,2012-10-31,1350,weekdays
00,2012-10-31,1355,weekdays
5555,2012-10-31,1400,weekdays
00,2012-10-31,1405,weekdays
00,2012-10-31,1410,weekdays
00,2012-10-31,1415,weekdays
8282,2012-10-31,1420,weekdays
112112,2012-10-31,1425,weekdays
8383,2012-10-31,1430,weekdays
1717,2012-10-31,1435,weekdays
00,2012-10-31,1440,weekdays
00,2012-10-31,1445,weekdays
00,2012-10-31,1450,weekdays
00,2012-10-31,1455,weekdays
00,2012-10-31,1500,weekdays
00,2012-10-31,1505,weekdays
00,2012-10-31,1510,weekdays
00,2012-10-31,1515,weekdays
00,2012-10-31,1520,weekdays
00,2012-10-31,1525,weekdays
00,2012-10-31,1530,weekdays
66,2012-10-31,1535,weekdays
1818,2012-10-31,1540,weekdays
00,2012-10-31,1545,weekdays
00,2012-10-31,1550,weekdays
00,2012-10-31,1555,weekdays
00,2012-10-31,1600,weekdays
148148,2012-10-31,1605,weekdays
492492,2012-10-31,1610,weekdays
191191,2012-10-31,1615,weekdays
00,2012-10-31,1620,weekdays
00,2012-10-31,1625,weekdays
5959,2012-10-31,1630,weekdays
1717,2012-10-31,1635,weekdays
2727,2012-10-31,1640,weekdays
00,2012-10-31,1645,weekdays
00,2012-10-31,1650,weekdays
00,2012-10-31,1655,weekdays
4848,2012-10-31,1700,weekdays
5858,2012-10-31,1705,weekdays
8989,2012-10-31,1710,weekdays
2424,2012-10-31,1715,weekdays
180180,2012-10-31,1720,weekdays
414414,2012-10-31,1725,weekdays
148148,2012-10-31,1730,weekdays
306306,2012-10-31,1735,weekdays
111111,2012-10-31,1740,weekdays
314314,2012-10-31,1745,weekdays
6363,2012-10-31,1750,weekdays
6868,2012-10-31,1755,weekdays
5353,2012-10-31,1800,weekdays
6363,2012-10-31,1805,weekdays
1212,2012-10-31,1810,weekdays
00,2012-10-31,1815,weekdays
2929,2012-10-31,1820,weekdays
171171,2012-10-31,1825,weekdays
1111,2012-10-31,1830,weekdays
7777,2012-10-31,1835,weekdays
3636,2012-10-31,1840,weekdays
4242,2012-10-31,1845,weekdays
6464,2012-10-31,1850,weekdays
00,2012-10-31,1855,weekdays
8282,2012-10-31,1900,weekdays
4848,2012-10-31,1905,weekdays
457457,2012-10-31,1910,weekdays
503503,2012-10-31,1915,weekdays
140140,2012-10-31,1920,weekdays
4040,2012-10-31,1925,weekdays
5151,2012-10-31,1930,weekdays
00,2012-10-31,1935,weekdays
00,2012-10-31,1940,weekdays
00,2012-10-31,1945,weekdays
00,2012-10-31,1950,weekdays
00,2012-10-31,1955,weekdays
00,2012-10-31,2000,weekdays
00,2012-10-31,2005,weekdays
00,2012-10-31,2010,weekdays
00,2012-10-31,2015,weekdays
00,2012-10-31,2020,weekdays
00,2012-10-31,2025,weekdays
00,2012-10-31,2030,weekdays
00,2012-10-31,2035,weekdays
00,2012-10-31,2040,weekdays
00,2012-10-31,2045,weekdays
00,2012-10-31,2050,weekdays
00,2012-10-31,2055,weekdays
00,2012-10-31,2100,weekdays
00,2012-10-31,2105,weekdays
00,2012-10-31,2110,weekdays
00,2012-10-31,2115,weekdays
00,2012-10-31,2120,weekdays
00,2012-10-31,2125,weekdays
00,2012-10-31,2130,weekdays
00,2012-10-31,2135,weekdays
00,2012-10-31,2140,weekdays
00,2012-10-31,2145,weekdays
00,2012-10-31,2150,weekdays
00,2012-10-31,2155,weekdays
00,2012-10-31,2200,weekdays
00,2012-10-31,2205,weekdays
00,2012-10-31,2210,weekdays
9090,2012-10-31,2215,weekdays
7878,2012-10-31,2220,weekdays
00,2012-10-31,2225,weekdays
00,2012-10-31,2230,weekdays
00,2012-10-31,2235,weekdays
00,2012-10-31,2240,weekdays
00,2012-10-31,2245,weekdays
00,2012-10-31,2250,weekdays
00,2012-10-31,2255,weekdays
00,2012-10-31,2300,weekdays
00,2012-10-31,2305,weekdays
00,2012-10-31,2310,weekdays
00,2012-10-31,2315,weekdays
00,2012-10-31,2320,weekdays
00,2012-10-31,2325,weekdays
00,2012-10-31,2330,weekdays
00,2012-10-31,2335,weekdays
00,2012-10-31,2340,weekdays
00,2012-10-31,2345,weekdays
00,2012-10-31,2350,weekdays
00,2012-10-31,2355,weekdays
00,2012-11-01,0,weekdays
00,2012-11-01,5,weekdays
00,2012-11-01,10,weekdays
00,2012-11-01,15,weekdays
00,2012-11-01,20,weekdays
00,2012-11-01,25,weekdays
00,2012-11-01,30,weekdays
00,2012-11-01,35,weekdays
00,2012-11-01,40,weekdays
00,2012-11-01,45,weekdays
00,2012-11-01,50,weekdays
00,2012-11-01,55,weekdays
00,2012-11-01,100,weekdays
00,2012-11-01,105,weekdays
00,2012-11-01,110,weekdays
00,2012-11-01,115,weekdays
00,2012-11-01,120,weekdays
00,2012-11-01,125,weekdays
00,2012-11-01,130,weekdays
00,2012-11-01,135,weekdays
00,2012-11-01,140,weekdays
00,2012-11-01,145,weekdays
00,2012-11-01,150,weekdays
00,2012-11-01,155,weekdays
00,2012-11-01,200,weekdays
00,2012-11-01,205,weekdays
00,2012-11-01,210,weekdays
00,2012-11-01,215,weekdays
00,2012-11-01,220,weekdays
00,2012-11-01,225,weekdays
00,2012-11-01,230,weekdays
00,2012-11-01,235,weekdays
00,2012-11-01,240,weekdays
00,2012-11-01,245,weekdays
00,2012-11-01,250,weekdays
00,2012-11-01,255,weekdays
00,2012-11-01,300,weekdays
00,2012-11-01,305,weekdays
00,2012-11-01,310,weekdays
00,2012-11-01,315,weekdays
00,2012-11-01,320,weekdays
00,2012-11-01,325,weekdays
00,2012-11-01,330,weekdays
00,2012-11-01,335,weekdays
00,2012-11-01,340,weekdays
00,2012-11-01,345,weekdays
00,2012-11-01,350,weekdays
00,2012-11-01,355,weekdays
00,2012-11-01,400,weekdays
00,2012-11-01,405,weekdays
00,2012-11-01,410,weekdays
00,2012-11-01,415,weekdays
00,2012-11-01,420,weekdays
00,2012-11-01,425,weekdays
00,2012-11-01,430,weekdays
00,2012-11-01,435,weekdays
00,2012-11-01,440,weekdays
00,2012-11-01,445,weekdays
00,2012-11-01,450,weekdays
00,2012-11-01,455,weekdays
00,2012-11-01,500,weekdays
00,2012-11-01,505,weekdays
00,2012-11-01,510,weekdays
00,2012-11-01,515,weekdays
00,2012-11-01,520,weekdays
00,2012-11-01,525,weekdays
00,2012-11-01,530,weekdays
00,2012-11-01,535,weekdays
00,2012-11-01,540,weekdays
00,2012-11-01,545,weekdays
00,2012-11-01,550,weekdays
00,2012-11-01,555,weekdays
00,2012-11-01,600,weekdays
00,2012-11-01,605,weekdays
00,2012-11-01,610,weekdays
00,2012-11-01,615,weekdays
00,2012-11-01,620,weekdays
00,2012-11-01,625,weekdays
00,2012-11-01,630,weekdays
00,2012-11-01,635,weekdays
00,2012-11-01,640,weekdays
00,2012-11-01,645,weekdays
00,2012-11-01,650,weekdays
00,2012-11-01,655,weekdays
00,2012-11-01,700,weekdays
00,2012-11-01,705,weekdays
00,2012-11-01,710,weekdays
00,2012-11-01,715,weekdays
00,2012-11-01,720,weekdays
00,2012-11-01,725,weekdays
00,2012-11-01,730,weekdays
